AO,MQ-4,Nano,Diff,|Diff|
0.489409,2232,3477,-1245,1245
0.489238,2217,3387,-1170,1170
0.488322,2140,3338,-1198,1198
0.487777,2095,3243,-1148,1148
0.486989,2031,3184,-1153,1153
0.487218,2049,3090,-1041,1041
0.486251,1971,3031,-1060,1060
0.486092,1958,2937,-979,979
0.485431,1906,2851,-945,945
0.484374,1823,2819,-996,996
0.483561,1761,2730,-969,969
0.483504,1757,2695,-938,938
0.483614,1765,2636,-871,871
0.482706,1697,2603,-906,906
0.482293,1666,2527,-861,861
0.481314,1594,2483,-889,889
0.480975,1570,2415,-845,845
0.482831,1706,2384,-678,678
0.489997,2282,2329,-47,47
0.497099,2941,6744,-3803,3803
0.503971,3675,8247,-4572,4572
0.51001,4411,9961,-5550,5550
0.513212,4840,10398,-5558,5558
0.5159,5222,10706,-5484,5484
0.517199,5415,10687,-5272,5272
0.51957,5781,10489,-4708,4708
0.520097,5864,10327,-4463,4463
0.520952,6002,9984,-3982,3982
0.521006,6011,9630,-3619,3619
0.521182,6040,9465,-3425,3425
0.521313,6061,9158,-3097,3097
0.521016,6013,9007,-2994,2994
0.519905,5834,8715,-2881,2881
0.519062,5701,8543,-2842,2842
0.518727,5649,8232,-2583,2583
0.517638,5481,8073,-2592,2592
0.516439,5302,7757,-2455,2455
0.516073,5248,7439,-2191,2191
0.514362,5001,7279,-2278,2278
0.513378,4863,6931,-2068,2068
0.512381,4726,6768,-2042,2042
0.512223,4704,6479,-1775,1775
0.511224,4570,6340,-1770,1770
0.510625,4491,6082,-1591,1591
0.508848,4262,5966,-1704,1704
0.507208,4058,5724,-1666,1666
0.505409,3842,5601,-1759,1759
0.504356,3719,5334,-1615,1615
0.50334,3603,5090,-1487,1487
0.502285,3485,4957,-1472,1472
0.501047,3350,4715,-1365,1365
0.49989,3227,4577,-1350,1350
0.499573,3193,4328,-1135,1135
0.498354,3067,4237,-1170,1170
0.49812,3044,4053,-1009,1009
0.496584,2890,3988,-1098,1098
0.495871,2820,3847,-1027,1027
0.49505,2741,3705,-964,964
0.493429,2589,3621,-1032,1032
0.492489,2503,3432,-929,929
0.492066,2465,3365,-900,900
0.491892,2449,3241,-792,792
0.491076,2377,3180,-803,803
0.490857,2357,3069,-712,712
0.489516,2241,3018,-777,777
0.48808,2120,2921,-801,801
0.486701,2007,2856,-849,849
0.486437,1986,2725,-739,739
0.48588,1941,2599,-658,658
0.485375,1901,2538,-637,637
0.485055,1876,2422,-546,546
0.48411,1803,2370,-567,567
0.48402,1796,2275,-479,479
0.482687,1695,2250,-555,555
0.482572,1687,2171,-484,484
0.481012,1572,2140,-568,568
0.4797,1479,2059,-580,580
0.478833,1418,1954,-536,536
0.477976,1360,1910,-550,550
0.477209,1308,1824,-516,516
0.476315,1248,1791,-543,543
0.476078,1233,1684,-451,451
0.475064,1167,1639,-472,472
0.474962,1160,1550,-390,390
