AO,MQ-4,Nano,Diff,|Diff|
0.345096,136,0,136,136
0.343097,132,0,132,132
0.340552,127,0,127,127
0.31317,80,0,80,80
0.314388,82,0,82,82
0.304774,70,0,70,70
0.320903,91,0,91,91
0.327475,102,0,102,102
0.333263,112,0,112,112
0.332276,110,0,110,110
0.337621,121,0,121,121
0.339333,124,0,124,124
0.339162,124,0,124,124
0.339338,124,0,124,124
0.338471,122,0,122,122
0.322227,93,0,93,93
0.001455,0,0,0,0
0.001033,0,0,0,0
0.001526,0,0,0,0
0.001631,0,0,0,0
0.001111,0,0,0,0
0.001321,0,0,0,0
0.001783,0,0,0,0
0.001284,0,0,0,0
0.001365,0,0,0,0
0.001783,0,0,0,0
0.00115,0,0,0,0
0.001592,0,0,0,0
0.001643,0,0,0,0
0.001109,0,0,0,0
0.001753,0,0,0,0
0.001531,0,0,0,0
0.001187,0,0,0,0
0.001702,0,0,0,0
0.001453,0,0,0,0
0.00115,0,0,0,0
0.001814,0,0,0,0
0.001387,0,0,0,0
0.001158,0,0,0,0
0.001824,0,0,0,0
0.0019,0,0,0,0
0.001243,0,0,0,0
0.0941,0,0,0,0
0.164933,4,0,4,4
0.233539,19,0,19,19
0.289995,54,41735,-41681,41681
0.001658,0,29035,-29035,29035
0.290884,55,13926,-13871,13871
0.335678,117,0,117,117
0.358266,170,0,170,170
0.371128,210,0,210,210
0.375287,225,0,225,225
0.280122,46,0,46,46
0.001038,0,0,0,0
0.284242,49,0,49,49
0.327998,103,0,103,103
0.000921,0,0,0,0
0.001241,0,0,0,0
0.001617,0,0,0,0
0.001304,0,0,0,0
0.123983,1,-100,101,101
0.302179,67,-100,167,167
0.374825,223,-100,323,323
0.375255,224,-100,324,324
0.364125,187,-100,287,287
0.354212,159,-100,259,259
0.344874,136,-100,236,236
0.001106,0,-100,100,100
0.001109,0,-100,100,100
0.001214,0,-100,100,100
0.00117,0,-100,100,100
0.001248,0,-100,100,100
0.001504,0,-100,100,100
0.001812,0,-100,100,100
0.001692,0,-100,100,100
0.001326,0,-100,100,100
